-1.00;-641.21
-0.98;-617.49
-0.97;-534.80
-0.96;-463.02
-0.95;-399.63
-0.94;-343.72
-0.93;-289.99
-0.91;-243.44
-0.90;-199.54
-0.89;-159.08
-0.88;-122.85
-0.87;-88.75
-0.86;-59.91
-0.84;-32.85
-0.83;-8.84
-0.82;12.03
-0.81;30.78
-0.80;47.63
-0.79;62.03
-0.77;75.22
-0.76;86.90
-0.75;97.50
-0.74;107.00
-0.73;115.82
-0.72;123.97
-0.70;132.44
-0.69;139.83
-0.68;146.79
-0.67;153.01
-0.66;159.44
-0.65;165.38
-0.63;171.95
-0.62;177.31
-0.61;182.77
-0.60;187.58
-0.59;191.41
-0.58;195.34
-0.56;198.41
-0.55;201.50
-0.54;203.83
-0.53;204.73
-0.52;205.78
-0.51;205.80
-0.49;206.02
-0.48;205.39
-0.47;205.14
-0.46;203.96
-0.45;203.40
-0.44;202.46
-0.42;201.58
-0.41;200.54
-0.40;199.13
-0.39;198.51
-0.38;196.49
-0.37;193.46
-0.36;191.59
-0.34;190.45
-0.33;188.54
-0.32;186.60
-0.31;183.47
-0.30;181.26
-0.29;179.60
-0.27;177.16
-0.26;174.77
-0.25;172.03
-0.24;169.82
-0.23;166.64
-0.22;163.76
-0.20;161.16
-0.19;158.48
-0.18;155.98
-0.17;153.18
-0.16;150.70
-0.15;148.22
-0.13;145.50
-0.12;142.51
-0.11;139.61
-0.10;137.01
-0.09;134.20
-0.08;131.28
-0.06;128.37
-0.05;125.57
-0.04;122.72
-0.03;119.77
-0.02;116.89
-0.01;113.74
0.01;111.16
0.02;108.25
0.03;105.69
0.04;102.66
0.05;99.76
0.06;97.10
0.08;94.37
0.09;91.43
0.10;88.95
0.11;86.60
0.12;83.93
0.13;81.50
0.15;79.04
0.16;76.75
0.17;74.56
0.18;72.12
0.19;70.00
0.20;67.81
0.22;65.82
0.23;63.88
0.24;61.87
0.25;59.95
0.26;58.13
0.27;56.51
0.29;54.65
0.30;53.09
0.31;51.51
0.32;49.84
0.33;48.28
0.34;46.93
0.36;45.80
0.37;44.23
0.38;43.00
0.39;41.73
0.40;40.56
0.41;39.48
0.43;38.46
0.44;37.23
0.45;36.12
0.46;35.26
0.47;33.97
0.48;33.01
0.50;31.87
0.51;30.84
0.52;29.70
0.53;28.69
0.54;27.71
0.55;26.52
0.57;25.25
0.58;24.29
0.59;23.15
0.60;22.14
0.61;20.98
0.62;19.67
0.64;18.50
0.65;17.37
0.66;16.06
0.67;14.57
0.68;13.10
0.69;11.83
0.71;10.17
0.72;8.86
0.73;7.53
0.74;5.81
0.75;4.19
0.76;2.70
0.78;0.90
0.79;-0.76
0.80;-2.64
0.81;-4.42
0.82;-6.39
0.83;-8.27
0.85;-10.50
0.86;-12.41
0.87;-14.66
0.88;-16.75
0.89;-18.94
0.90;-21.39
0.92;-23.54
0.93;-26.20
0.94;-28.68
0.95;-31.28
0.96;-33.88
0.97;-36.89
0.99;-39.71
1.00;-42.41
1.01;-45.09
1.01;-48.04
1.00;-50.89
0.99;-53.63
0.97;-55.76
0.96;-57.82
0.95;-60.24
0.94;-61.61
0.93;-62.47
0.92;-63.49
0.90;-63.98
0.89;-64.33
0.88;-64.52
0.87;-64.43
0.86;-64.21
0.85;-63.78
0.83;-63.45
0.82;-62.31
0.81;-61.36
0.80;-60.44
0.79;-59.36
0.78;-57.97
0.76;-56.39
0.75;-55.06
0.74;-53.61
0.73;-51.75
0.72;-49.92
0.71;-47.73
0.69;-45.69
0.68;-43.46
0.67;-41.02
0.66;-38.77
0.65;-36.05
0.64;-33.53
0.62;-30.83
0.61;-27.86
0.60;-25.22
0.59;-22.33
0.58;-19.24
0.57;-16.40
0.55;-13.20
0.54;-10.34
0.53;-7.11
0.52;-3.95
0.51;-1.01
0.50;2.39
0.48;5.42
0.47;8.55
0.46;11.79
0.45;14.82
0.44;17.95
0.43;20.89
0.41;24.07
0.40;26.89
0.39;29.84
0.38;32.89
0.37;35.69
0.36;38.48
0.34;41.32
0.33;43.94
0.32;46.52
0.31;48.98
0.30;51.23
0.29;53.68
0.27;56.20
0.26;58.31
0.25;60.42
0.24;62.46
0.23;64.53
0.22;66.35
0.20;68.24
0.19;69.79
0.18;71.43
0.17;73.17
0.16;74.62
0.15;76.12
0.13;77.43
0.12;78.88
0.11;80.25
0.10;81.27
0.09;82.73
0.08;83.96
0.06;85.08
0.05;86.15
0.04;87.25
0.03;88.38
0.02;89.24
0.01;90.32
-0.01;91.28
-0.02;92.16
-0.03;93.10
-0.04;94.00
-0.05;94.95
-0.06;95.70
-0.08;96.89
-0.09;97.77
-0.10;98.53
-0.11;99.29
-0.12;100.12
-0.13;100.94
-0.15;101.74
-0.16;102.52
-0.17;103.32
-0.18;104.34
-0.19;105.28
-0.20;106.02
-0.22;106.67
-0.23;107.51
-0.24;108.43
-0.25;109.29
-0.26;110.24
-0.27;110.93
-0.29;112.12
-0.30;112.88
-0.31;113.65
-0.32;114.70
-0.33;115.82
-0.34;116.70
-0.36;117.89
-0.37;118.77
-0.38;119.92
-0.39;121.02
-0.40;122.05
-0.41;123.15
-0.42;124.44
-0.44;125.69
-0.45;127.06
-0.46;128.45
-0.47;129.88
-0.48;131.21
-0.49;132.69
-0.51;134.65
-0.52;136.45
-0.53;138.38
-0.54;140.55
-0.55;143.11
-0.56;145.50
-0.58;147.86
-0.59;150.37
-0.60;152.60
-0.61;154.79
-0.62;157.25
-0.63;160.01
-0.65;162.33
-0.66;164.93
-0.67;167.67
-0.68;170.27
-0.69;172.97
-0.70;175.88
-0.72;178.86
-0.73;181.42
-0.74;184.39
-0.75;187.42
-0.76;190.37
-0.77;193.40
-0.79;196.04
-0.80;199.31
-0.81;202.22
-0.82;205.14
-0.83;208.17
-0.84;210.94
-0.86;213.41
-0.87;216.44
-0.88;218.92
-0.89;221.80
-0.90;224.79
-0.91;227.62
-0.93;230.50
-0.94;233.68
-0.95;236.66
-0.96;239.08
-0.97;242.23
-0.98;246.45
-1.00;250.25
