-1.36;641.21
-1.35;-687.05
-1.33;-681.81
-1.32;-676.57
-1.31;-671.33
-1.30;-666.10
-1.29;-660.86
-1.28;-655.62
-1.26;-650.38
-1.25;-645.14
-1.24;-639.90
-1.23;-634.66
-1.22;-629.38
-1.21;-624.16
-1.19;-618.90
-1.18;-613.70
-1.17;-608.46
-1.16;-603.22
-1.15;-597.98
-1.14;-592.74
-1.12;-587.50
-1.11;-582.26
-1.10;-577.02
-1.09;-571.78
-1.08;-566.36
-1.07;-561.30
-1.05;-556.06
-1.04;-550.68
-1.03;-545.58
-1.02;-540.34
-1.01;-535.12
-1.00;-529.88
-0.98;-524.62
-0.97;-519.36
-0.96;-514.18
-0.95;-508.94
-0.94;-503.71
-0.93;-498.57
-0.91;-493.18
-0.90;-487.95
-0.89;-482.79
-0.88;-477.47
-0.87;-472.31
-0.86;-466.99
-0.84;-461.75
-0.83;-456.51
-0.82;-451.39
-0.81;-446.23
-0.80;-440.79
-0.79;-435.55
-0.77;-430.31
-0.76;-425.07
-0.75;-419.64
-0.74;-414.30
-0.73;-409.35
-0.72;-404.11
-0.70;-398.97
-0.69;-393.63
-0.68;-388.57
-0.67;-383.27
-0.66;-377.91
-0.65;-372.51
-0.63;-367.43
-0.62;-362.13
-0.61;-356.95
-0.60;-351.71
-0.59;-346.47
-0.58;-341.23
-0.56;-335.91
-0.55;-330.75
-0.54;-325.51
-0.53;-320.27
-0.52;-315.03
-0.51;-309.79
-0.49;-304.56
-0.48;-299.62
-0.47;-294.08
-0.46;-288.84
-0.45;-283.60
-0.44;-278.36
-0.42;-273.12
-0.41;-268.02
-0.40;-262.64
-0.39;-258.05
-0.38;-252.57
-0.37;-247.12
-0.36;-241.19
-0.34;-236.44
-0.33;-231.38
-0.32;-225.96
-0.31;-220.72
-0.30;-215.48
-0.29;-210.24
-0.27;-205.00
-0.26;-199.76
-0.25;-194.52
-0.24;-189.28
-0.23;-184.04
-0.22;-178.80
-0.20;-173.56
-0.19;-168.32
-0.18;-162.92
-0.17;-157.84
-0.16;-152.60
-0.15;-147.02
-0.13;-142.12
-0.12;-136.88
-0.11;-131.64
-0.10;-125.91
-0.09;-120.88
-0.08;-115.95
-0.06;-110.71
-0.05;-105.45
-0.04;-100.25
-0.03;-94.99
-0.02;-89.58
-0.01;-84.49
0.01;-79.25
0.02;-74.11
0.03;-68.77
0.04;-63.53
0.05;-58.06
0.06;-52.86
0.08;-47.81
0.09;-42.57
0.10;-37.43
0.11;-32.09
0.12;-26.85
0.13;-21.67
0.15;-16.60
0.16;-11.13
0.17;-5.89
0.18;-0.57
0.19;4.79
0.20;9.83
0.22;15.13
0.23;20.00
0.24;25.55
0.25;30.87
0.26;36.03
0.27;41.33
0.29;46.51
0.30;51.75
0.31;56.64
0.32;61.88
0.33;67.46
0.34;72.70
0.36;77.94
0.37;83.18
0.38;88.40
0.39;93.68
0.40;98.90
0.41;104.14
0.43;109.38
0.44;114.62
0.45;119.70
0.46;125.10
0.47;130.34
0.48;135.58
0.50;140.82
0.51;145.10
0.52;151.12
0.53;156.54
0.54;161.78
0.55;166.88
0.57;171.73
0.58;177.89
0.59;182.55
0.60;187.98
0.61;193.22
0.62;198.46
0.64;202.86
0.65;208.94
0.66;214.18
0.67;219.42
0.68;224.96
0.69;229.90
0.71;235.13
0.72;240.37
0.73;245.63
0.74;251.14
0.75;256.09
0.76;261.33
0.78;266.82
0.79;271.81
0.80;276.91
