-1.00;299.48
-0.97;284.56
-0.96;279.26
-0.95;258.44
-0.94;248.25
-0.93;226.86
-0.91;214.56
-0.90;204.78
-0.89;209.75
-0.88;214.95
-0.87;206.66
-0.86;195.07
-0.84;202.14
-0.83;178.02
-0.82;185.11
-0.81;178.78
-0.80;183.63
-0.79;167.42
-0.77;161.08
-0.76;156.39
-0.75;150.90
-0.74;139.01
-0.73;142.51
-0.72;138.09
-0.70;116.25
-0.69;129.13
-0.68;124.13
-0.67;120.29
-0.66;116.58
-0.65;113.02
-0.63;108.91
-0.62;105.61
-0.61;102.29
-0.60;106.69
-0.59;96.44
-0.58;94.39
-0.56;93.47
-0.55;88.31
-0.54;85.16
-0.53;84.12
-0.52;81.81
-0.51;78.61
-0.49;76.28
-0.48;76.22
-0.47;73.80
-0.46;72.68
-0.45;70.67
-0.44;69.59
-0.42;68.22
-0.40;65.74
-0.38;63.12
-0.37;61.60
-0.36;61.03
-0.34;61.56
-0.33;60.58
-0.32;77.65
-0.31;62.83
-0.30;56.20
-0.29;56.06
-0.27;56.10
-0.26;54.81
-0.25;54.09
-0.24;53.91
-0.23;54.32
-0.22;53.46
-0.20;53.79
-0.19;52.62
-0.18;52.46
-0.17;54.56
-0.16;52.15
-0.15;52.09
-0.13;51.98
-0.12;52.07
-0.11;50.65
-0.10;52.17
-0.09;52.54
-0.08;52.95
-0.06;50.78
-0.05;53.48
-0.04;53.19
-0.03;53.72
-0.02;53.95
-0.01;53.91
0.01;54.56
0.02;56.08
0.03;55.20
0.04;56.04
0.05;55.40
0.06;56.84
0.08;56.18
0.09;59.39
0.10;58.29
0.11;73.86
0.12;67.56
0.13;61.42
0.15;63.04
0.16;61.44
0.17;61.93
0.18;63.28
0.19;63.65
0.20;63.49
0.22;64.45
0.23;65.58
0.24;66.58
0.25;66.23
0.26;68.03
0.27;68.40
0.29;69.65
0.30;71.00
0.31;71.57
0.32;72.04
0.33;72.64
0.34;74.21
0.36;75.46
0.37;76.26
0.38;77.24
0.39;78.33
0.40;77.36
0.41;81.54
0.43;81.13
0.44;81.93
0.45;83.30
0.46;84.63
0.47;86.04
0.48;87.00
0.50;87.52
0.51;89.01
0.52;88.44
0.53;92.67
0.54;93.35
0.55;94.09
0.57;105.30
0.58;96.97
0.60;104.14
0.61;101.31
0.62;102.50
0.64;107.92
0.65;104.81
0.66;106.51
0.67;107.39
0.68;109.97
0.69;110.71
0.71;112.18
0.72;114.66
0.73;116.50
0.74;115.95
0.75;118.01
0.76;119.86
0.78;121.35
0.79;120.84
0.80;125.24
0.81;126.20
0.82;127.35
0.83;129.39
0.85;130.74
0.86;131.64
0.87;112.84
0.88;135.88
0.89;137.13
0.90;138.38
0.92;139.65
0.93;141.88
0.94;143.21
0.95;144.68
0.96;147.71
0.97;149.55
0.99;150.13
1.00;151.13
1.01;153.22
1.01;154.10
0.99;157.27
0.97;159.11
0.96;165.13
0.95;161.20
0.94;162.31
0.93;163.82
0.92;164.93
0.90;164.68
0.89;166.42
0.88;167.22
0.87;168.63
0.85;170.12
0.83;169.94
0.82;171.13
0.81;170.21
0.80;173.32
0.79;172.38
0.78;171.13
0.76;172.38
0.75;172.54
0.74;174.52
0.73;169.51
0.72;164.97
0.71;175.34
0.69;166.75
0.68;174.57
0.67;167.05
0.65;172.42
0.64;171.47
0.62;173.60
0.61;171.97
0.60;171.99
0.59;171.64
0.58;170.88
0.57;170.59
0.55;169.53
0.54;169.69
0.53;168.71
0.52;167.95
0.51;167.77
0.50;167.18
0.48;166.34
0.47;166.42
0.46;165.62
0.45;164.41
0.44;163.37
0.43;163.02
0.40;171.04
0.39;165.66
0.38;158.19
0.37;157.45
0.36;157.88
0.33;154.63
0.32;155.20
0.31;153.77
0.30;152.83
0.29;151.76
0.27;151.21
0.26;149.74
0.25;148.57
0.24;147.90
0.23;178.29
0.22;145.71
0.20;144.23
0.19;143.50
0.17;140.92
0.16;139.83
0.15;138.21
0.13;136.50
0.12;135.90
0.11;133.88
0.10;134.55
0.09;130.99
0.08;131.48
0.06;129.19
0.05;128.27
0.04;126.51
0.03;125.07
0.02;124.09
0.01;130.40
-0.01;121.51
-0.02;119.41
-0.03;118.46
-0.04;116.11
-0.05;115.07
-0.06;112.02
-0.08;112.77
-0.09;110.99
-0.10;109.48
-0.11;108.52
-0.12;106.74
-0.13;105.20
-0.16;102.77
-0.17;100.25
-0.18;106.65
-0.19;96.89
-0.20;96.93
-0.22;79.02
-0.23;92.98
-0.24;91.53
-0.25;82.89
-0.26;89.24
-0.27;87.64
-0.29;86.68
-0.30;86.25
-0.31;82.67
-0.32;81.99
-0.33;81.44
-0.34;80.93
-0.36;76.87
-0.37;76.14
-0.38;74.70
-0.39;72.84
-0.40;72.27
-0.41;70.63
-0.42;69.16
-0.44;68.05
-0.45;67.11
-0.46;65.66
-0.47;63.67
-0.49;63.65
-0.51;58.90
-0.52;58.41
-0.53;57.08
-0.54;55.18
-0.55;54.13
-0.56;52.52
-0.58;51.56
-0.59;50.41
-0.61;46.95
-0.62;44.56
-0.63;40.87
-0.65;41.10
-0.66;40.20
-0.67;38.44
-0.68;37.43
-0.69;35.28
-0.70;33.22
-0.72;30.88
-0.73;29.61
-0.74;29.43
-0.75;26.30
-0.76;25.23
-0.77;23.29
-0.79;20.42
-0.80;19.69
-0.81;17.09
-0.82;14.24
-0.83;13.08
-0.84;10.87
-0.86;8.76
-0.87;5.79
-0.88;3.60
-0.90;-1.23
-0.91;-4.83
-0.93;-6.88
-0.94;-10.26
-0.95;-13.08
-0.96;-16.58
-0.97;-19.00
-0.98;-22.11
-1.00;-24.63
-1.00;-68.41
-0.98;-70.47
-0.97;-71.89
-0.96;-73.22
-0.95;-73.69
-0.94;-75.43
-0.93;-75.77
-0.91;-76.76
-0.90;-77.25
